Job Title,Company Name,Rating,Job Description,size,founded,type,industry,sector,revenue,salary,job_state,python,java,javascript,sql,excel,spark,aws,azure,job_simp,seniority,desc_len
decision scientist (multiple openings) - Remote,Starbucks,3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),67515,WA,0,0,0,0,0,0,0,0,na,na,174
Data Science Associate,VentureWell,3.8,"Join a growing team of data professionals who are committed to using data science for good. As a Data Science Associate at VentureWell, you will play a key role in data collection and outcomes tracking to help mission driven leaders visualize their impact in addressing the world's most intractable challenges related to entrepreneurship and innovation in technology and sciences. We are looking for a colleague who is energized by supporting our data stewardship and management efforts enabling our organization to use data for decision making.
To be successful in this role you must enjoy working collaboratively, thinking strategically and creatively, and have the ability to make clear connections between your work and equity and justice in the implementation of our programs. You also enjoy tracking metrics, stewarding data, and continuing to stay abreast of the latest in data science. This role is an integral part of a team that prioritizes learning and experimentation, along with opportunities to evolve and grow into a specialization of interest. Our new Data Science Associate will report to our Director of Data Systems.",1 to 50 Employees,Company - Public,Civic & Social Services,Nonprofit & NGO,$5 to $10 million (USD),-1,73397,MA,0,0,0,0,0,0,0,0,na,na,1135
Junior Business Analyst,Talentheed Inc,-1.0,"Responsibilities:
Analyzing and evaluating the current business processes a company has and identifying areas of improvement
Researching and reviewing up-to-date business processes and new IT advancements to make systems more modern
Presenting ideas and findings in meetings
Training and coaching staff members
Creating initiatives depending on the business’s requirements and needs
Developing projects and monitoring project performance
Collaborating with users and stakeholders",-1,-1,-1,-1,-1,-1,75000,Remote,0,0,0,0,0,0,0,0,analyst,jr,479
Data Analyst,Hulu,3.9,"We are seeking a Data Analyst who will focus on analyzing subscriber retention and engagement. Collaborating across marketing, product, data engineering, data science and business teams, this position will design and implement reporting that enables internal clients to access, explore and monitor data, as well as perform analysis and share underlying trends and insights to help teams have a better understanding of the ESPN+ and Disney+ subscribers, audience behavior and engagement drivers.
Responsibilities
Mine data, perform quantitative analysis and create clear and actionable narratives about our audience, their behaviors, and drivers of retention and engagement.
Partner with colleagues facilitating the design, build and automation of reports / dashboards that provide insight into customer conversion and behavior.
Build intuitive interfaces, infographics, and visualizations to tell stories with data.",1001 to 5000 Employees,2007,Company - Private,Broadcast Media,Media & Communication,$1 to $2 billion (USD),87765,CA,0,0,0,0,0,0,0,0,analyst,na,915
Data Analyst,Ashfield Engage,3.7,"Ashfield Engage is seeking a data analyst who will support the business by delivering analytics solutions and generating strategic operational insights from a variety of data sources.
The role’s purpose is to be the subject matter expert in ensuring operational excellence through custom analytic solutions.
What’s in it for you?
Competitive compensation
Excellent Benefits – accrued time off, medical, dental, vision, 401k, disability & life insurance, employee discounts/promotions
Generous performance-driven Incentive Compensation package
Competitive environment with company wide recognition, contests and coveted awards
Exceptional company culture",5001 to 10000 Employees,1997,Subsidiary or Business Segment,Health Care Services & Hospitals,Healthcare,$500 million to $1 billion (USD),87765,Remote,0,0,0,0,1,0,0,0,analyst,na,653
"Marketing Technology Data Engineer (Open to remote work, except the following locations: SD, VT, and WV)",Converse,4.1,"Become part of the Converse Team
Converse is a place to explore potential, break barriers and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At Converse, it’s about each person bringing skills and passion to a challenging and constantly evolving world to make things better as a team.
We Need Someone Who Speaks Computer
Computers have their own language. Which most of us don’t speak. But you do. And we need your fluency. Let’s face it. The modern world is shackled to computers so we need experts like yourself to keep us running. So come join our crew. You don’t have to call yourself The Computer Whisperer but we might.",1001 to 5000 Employees,1908,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),115000,MA,0,0,0,0,0,0,0,0,data engineer,na,803
Data Scientist I,Kenco,3.7,"Job Details
Description
About the Position
The Data Scientist I will be involved in advanced supply chain analytics covering both deterministic and stochastic modeling, optimization, and analysis. The position will take business questions, develop model frameworks, identify data sources, extract data, perform quantitative analysis through the model and then develop and communicate insights and/or solution recommendations. The position should be able to incorporate Artificial Intelligence and Machine Learning to develop Predictive and Prescriptive Analytic models for enhanced decision support.",1001 to 5000 Employees,1950,Company - Private,Shipping & Trucking,Transportation & Logistics,$500 million to $1 billion (USD),115000,Remote,0,0,0,0,0,0,0,0,data scientist,na,599
"Junior Researcher, Data Science",Paliwoda Group,-1.0,"Paliwoda Labs is looking for Junior Researchers to join our Data team: Students in Data Science who contribute to the work we do in large-scale data analysis and visualization, while enhancing their own academic skills and competencies within themes that suit their interests; and who may eventually move to technical or co-founder roles within our Ventures portfolio companies — projects they helped to grow.

Junior Researchers are assigned to projects in the Data Lab under the expert direct supervision of researchers already working with founders from the Ventures portfolio. Expect deep involvement in many aspects of each startup you are supporting to better understand business challenges, and to offer applicable technical solutions with a lean mindset that guides them through their growth and development.
Location: USA — New York City
Primary Responsibilities:





Paliwoda Labs is our incubator for bold experimentation and innovation, with a focus on practical applications that help startups attract investment capital. We partner with entrepreneurs to nurture their ideas at early stages; offering technical assistance to demonstrate initial viability, and mentorship to align the strategic vision of founders with paths toward monetization and profitability. The Data Lab practice provides a diverse range of expertise for crafting data-centric applications that create value in the ""real world"" through data analysis and visualization, and innovative storytelling.",-1,-1,-1,-1,-1,-1,115000,NY,0,0,0,0,0,0,0,0,na,jr,1483
Junior Data Labeler,Deloitte,4.0,"Junior Data Labeler

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Junior Data Labeler will be focused on annotating tasks and delivering high quality results by following a variety of instructions.

The best candidate for this role will be:







Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),67245,VA,0,0,0,0,0,0,0,0,na,jr,1899
Data Scientist (REMOTE),Foot Locker,3.6,"Data Scientist (REMOTE)
Flexible Store Location - New York City
Category
Information Systems & Technology
Foot Locker
Job Type
Regular Full-Time
Job Id 40355
Job available in 7 locations

Overview",10000+ Employees,1974,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD),114616,NY,0,0,0,0,0,0,0,0,data scientist,na,196
Applied AI/ML,"JPMorgan Chase Bank, N.A.",3.7,"DESCRIPTION:
Duties: Identify strategic and operational challenges that can be solved through data. Pose identified problems in formats conducive for quantitative modelling. Apply predictive & descriptive models to address quantified business problems. Identify evaluation metrics to measure performance of models. Utilize predictions from these models to enable data driven decision making. Summarize findings of complex quantitative modelling to a conducive format. Transform results to be communicated as measures of business impact that will enable accurate assessment of risks involved. Perform large-scale data manipulation for exploratory analysis. Perform exploratory analysis to check for missing elements and outliers to establish data integrity. Access and query databases and data sources to create data sets required for predictive and descriptive analytics. Address scalability issues while deploying data science applications in production. Create effective roadmaps to deploy production level applications of machine learning and optimization. Organize timely maintenance and review of programs in production Ensure data has high integrity and quality to guarantee accurate, reliable, and statistically significant results. Analyze results to mitigate the potential risks and financial losses. Develop others through coaching and mentoring.


This position requires a Master's degree in Operations Research, Mathematics, Statistics, Economics, Finance, or related field of study plus one (1) year of experience in the position offered or one (1) year of experience as a Data Scientist, Data Analyst, Quantitative Analyst, Machine Learning Engineer, R&D Associate, or related occupation. The employer will alternatively accept a Bachelor's degree and four (4) years of experience in lieu of a Master's degree and one (1) year of experience.

This position requires experience with the following skills and technologies: R; Python; PySpark; PyTorch; Tableau; SQL; Linux; Bash; Jupyter Lab; Git; Jira; Confluence; and leverage topics in fields of study including linear algebra, calculus, differential equations, hypothesis testing, variance decomposition, causal analysis, regression analysis, descriptive statistics, anomaly detection, time series forecasting, model development, model testing, model deployment, data visualization, and databasing.

383 Madison Ave., New York, NY 10017

JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

The health and safety of our colleagues, candidates, clients and communities has been a top priority in light of the COVID-19 pandemic. JPMorgan Chase was awarded the ""WELL Health-Safety Rating"" for all of our 6,200 locations globally based on our operational policies, maintenance protocols, stakeholder engagement and emergency plans to address a post-COVID-19 environment.

As a part of our commitment to health and safety, we have implemented various COVID-related health and safety requirements for our workforce. Employees are expected to follow the Firm's current COVID-19 or other infectious disease health and safety requirements, including local requirements. Requirements include sharing information including your vaccine card in the firm's vaccine record tool, and may include mask wearing. Requirements may change in the future with the evolving public health landscape. JPMorgan Chase will consider accommodation requests as required by applicable law.

Equal Opportunity Employer/Disability/Veterans",Unknown,1799,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,48770,NY,1,0,0,1,0,1,0,0,na,na,4608
Data Science Analyst - 100% Remote,Radian,4.5,"See yourself at Radian? We see you here too.
At Radian, we see you. For the person you are and the potential you hold. That’s why we’ve embraced a new way of working that lets our people across the country be themselves, be their best and be their boldest. Because when each of us is truly seen, each of us gives our best – and at Radian, we’ll give you our best right back.
The Data Science Analyst operates as a member of the data science team, working with data scientists, data engineers, ML engineers, architects, and operations, supporting our SaaS artificial intelligence (AI) and machine learning (ML) services. You will be working with data scientists to gain a deep understanding of each of our machine learning models, including real-estate, computer vision, and natural language understanding (NLU) models. You will also work with big data engineers to understand our various data sources and feature stores that feed into our model SaaS decision engines. You will lead the development and maintenance of issue tracking systems and feedback loops to design processes and systems that leverage collected data to improve our machine learning models and services in future. You will also create reports and visualizations such as charts and graphs to help us understand and communicate system and model performance. The Data Science Analyst must be able to effectively communicate with both internal and external stakeholders regarding our various AI / ML SaaS services and assist with training and coordination of Tier 1 and Tier 2 support.",1001 to 5000 Employees,1977,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),88274,MD,0,0,0,0,0,0,0,0,analyst,na,1550
Junior Java Developer,Talentheed Inc,-1.0,"Responsibilities:
Design, implement and maintain java application phases
To take part in software and architectural development activities
Conduct software analysis, programming, testing and debugging
Identifying production and non-production application issues
Transforming requirements into stipulations
Develop, test, implement and maintain application software
Recommend changes to improve established java application processes
Develop technical designs for application development",-1,-1,-1,-1,-1,-1,76663,Remote,0,1,0,0,0,0,0,0,na,jr,486
Entry Level - Associate Data Engineer - Lansing,IBM,4.1,"Introduction
At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk.

Your Role and Responsibilities
Overview:
IBM is a global cognitive and cloud company changing the way the world works. We foster a culture of creative, innovative thinkers; people who are curious about how technology can transform businesses and impact the world. Our consultants are part of IBM Services where we engage with clients across every industry to deliver technology-driven solutions. We cultivate a diverse, inclusive, global team of people who want to pioneer, reimagine and disrupt the future. We’re driven to stay ahead in the marketplace and enhance our relevance to be essential to our clients, and this begins with our talent.


You analyze and organize the data needed and work closely with data scientists to query data in order to uncover the stories hidden in data and find patterns in the numbers. As an Associate Data Engineer, you’ll help gather and collect data, store data, and perform batch processing and real-time processing.

You’ll work closely with other teams to determine what data management systems are appropriate and which data are needed for analysis. As an Associate Data Engineer, you’ll be able to wrestle with and help solve problems associated with database integration and messy, unstructured data sets.",10000+ Employees,1911,Company - Public,Information Technology Support Services,Information Technology,$10+ billion (USD),70142,MI,0,0,0,0,0,0,0,0,data engineer,na,1650
Data Analyst,Brown University,4.4,"Job Description:
The School of Engineering is seeking an enthusiastic and skilled Data Analyst.
The Data Analyst will develop and validate MATLAB codes for image and data analysis in the Lee Lab in the School of Engineering at Brown University. At the intersection of medical photonics, neural engineering, and artificial intelligence, the Lee Lab develops novel technologies for label-free imaging and genetics-free modulation of biological systems, under clear targets of clinical application; including a software algorithm of predicting chemotherapy effects in individual patients and a laser goggle making blind people see again. The Data Analyst will work with the principal investigator and six doctoral students on their research and development projects supported by the National Cancer Institute (NCI), National Eye Institute (NEI), and National Institute on Aging (NIA).
Brown University provides equal opportunity and prohibits discrimination, harassment and retaliation based upon a person’s race, color, religion, sex, age, national or ethnic origin, disability, veteran status, sexual orientation, gender identity, gender expression, or any other characteristic protected under applicable law, in the administration of its policies, programs, and activities. The University recognizes and rewards individuals on the basis of qualifications and performance.
2022-04-05-07:00
Data Analyst
School of Engineering
Grade 9
Employee
Fixed Term (Fixed Term)
Full time
37.5
Onsite",1001 to 5000 Employees,1764,College / University,Colleges & Universities,Education,$500 million to $1 billion (USD),59843,RI,0,0,0,0,0,0,0,0,analyst,na,1486
Data Engineer,Ford Motor Company,4.1,"Dearborn
Ford Motor Company
GDIA
Job Description & Qualifications
At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Crafting the future of inquisitive mobility requires the highly intelligent use of data, metrics and analytics. That’s where you can make an impact as part of our Global Data Insight & Analytics (GDI&A) team. We are the trusted advisers that enable Ford to clearly see business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.

The Data Engineer works with internal and external data applications to enable analytical skill teams (Purchasing, Supply Chain, Material Planning & Logistics, and Product Development) to answer key questions pertaining to the business. The role will be responsible for discovering, curating, and managing data sources within the context of GDI&A. This includes:



As part of the Ford family, you’ll enjoy excellent compensation and a comprehensive benefits package that includes generous PTO, retirement, savings and stock investment plans, incentive compensation and much more. You’ll also experience exciting opportunities for professional and personal growth and recognition.
Candidates for positions with Ford Motor Company must be legally authorized to work in the United States permanently. Verification of employment eligibility will be required at the time of hire.
Visa sponsorship is available for this position.
We are an Equal Opportunity Employer committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, color, age, sex, national origin, sexual orientation, gender identity, disability status or protected veteran status.
https://corporate.ford.com/content/dam/corporate/us/en-us/documents/careers/2022-benefits-and-comp-GSR-sal-plan-2.pdf
At Ford, the health and safety of our employees is our top priority. Vaccination has been proven to play a critical role in combating COVID-19. As a result, Ford has made the decision to require U.S. salaried employees to be fully vaccinated against COVID-19, unless employees require an accommodation for religious or medical reasons. Being fully vaccinated means that an individual is at least two weeks past their final dose of an authorized COVID-19 vaccine regimen. As a condition of employment, newly hired employees will be required to provide proof of their COVID-19 vaccination or an approved medical or religious exemption.",10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),90230,MI,0,0,0,0,1,0,0,0,data engineer,na,2913
Data Scientist,Piper Companies,4.4,"Piper Companies is seeking a Data Scientist, in a hybrid environment to join a cutting-edge Technology and AI oriented company as a permanent/internal employee. The Data Scientist will support machine learning research and development to further develop the production inference pipeline.

Responsibilities of the Data Scientist include:
Support Machine Learning R&D through data collection, signal processing, and data mining/analysis
Research for state-of-the-art gesture clarification algorithms using IMU and biopotential sensor data
Develop code and tools in Python to test and characterize performance and limitations of different gesture classification models",201 to 500 Employees,2011,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,145000,MA,1,0,0,0,0,0,0,0,data scientist,na,666
Data Scientist,Nike,4.2,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Nike USA Inc. New York, NY. Design, develop and program methods, processes, and systems to consolidate and analyze structured/unstructured, diverse big data sources to generate actionable insights and solutions for strategic initiatives and product enhancement. Build products for analysis and interact with product and business teams to identify questions and issues for data analysis and experiments. Develop and code software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources. Build models to predict consumer behavior and business outcomes. Interpret and communicate insights and findings from analysis and experiments to technical and non-technical stakeholders. Use best practices and data of internal or external business issues to improve products or services. Perform work in support of brand plans and demonstrate link between daily work and company mission. Participate in initiatives, programs or products with moderate visibility.",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),126045,NY,0,0,0,0,0,0,0,0,data scientist,na,1583
Data Science Trainee,Axle Informatics,3.0,"Overview:
Axle Informatics is a bioinformatics and information technology company that offers innovative computer services, informatics, and enterprise solutions to research centers and healthcare organizations around the globe. With experts in software engineering, bioinformatics and program management, we focus on developing and applying technology tools and techniques to empower decision-making and accelerate the discovery in translational research. We work with some of the top research organizations and facilities in the country including multiple institutes at the National Institutes of health (NIH).

Overview
Axle is seeking a highly ambitious, adaptable, structured, and detail oriented Data Science Trainee to join our vibrant team.

Responsibilities",1 to 50 Employees,2004,Company - Private,Computer Hardware Development,Information Technology,Less than $1 million (USD),87202,MD,0,0,0,0,0,0,0,0,na,na,766
Data Science / Business Intelligence / Informatics,Humana,4.0,"Humana uses analytics, mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutions. Our Data Science, Business Intelligence and Informatics work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action. This requisition does not reflect an actual opening, but will be used to collect information and resumes from participants in the Humana-Mays Healthcare Analytics Competition.
Responsibilities
Humana has a wide variety of opportunities focused on data and analytics. Some jobs develop, maintain, and collect structured and unstructured data sets for analysis and reporting. Other responsibilities could include Creating reports, projections, models, and presentations to support business strategy and tactics. You'll develop department, segment, and organizational strategy and operating objectives, including their linkages to related areas. You'll have the opportunity to make decisions regarding own work methods, occasionally in ambiguous situations, and requires minimal direction and receives guidance where needed. Our wide variety of Analytics/Data Science/Business Intelligence and Informatics jobs reflect a wide variety of specific responsibilities and require a variety of experiences and skillsets based upon the specific position. Positions could be located in Louisville, KY, Boston, MA, Dallas, TX or Chicago, IL
40",10000+ Employees,1961,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),87202,MA,0,0,0,0,0,0,0,0,na,na,1489
Junior Data Labeler,Deloitte,4.0,"Junior Data Labeler

In this age of disruption, organizations need to navigate the future with confidence by tapping into the power of data analytics, robotics, and cognitive technologies such as Artificial Intelligence (AI). Our Strategy & Analytics portfolio helps clients leverage rigorous analytical capabilities and a pragmatic mindset to solve the most complex of problems. By joining our team, you will play a key role in helping to our clients uncover hidden relationships from vast troves of data and transforming the Government and Public Services marketplace.

Work you'll do

The Junior Data Labeler will be focused on annotating tasks and delivering high quality results by following a variety of instructions.

The best candidate for this role will be:







Deloitte's Government and Public Services (GPS) practice - our people, ideas, technology and outcomes-is designed for impact. Serving federal, state, & local government clients as well as public higher education institutions, our team of over 15,000+ professionals brings fresh perspective to help clients anticipate disruption, reimagine the possible, and fulfill their mission promise.

The GPS Analytics and Cognitive (A&C) offering is responsible for developing advanced analytics products and applying data visualization and statistical programming tools to enterprise data in order to advance and enable the key mission outcomes for our clients. Our team supports all phases of analytic work product development, from the identification of key business questions through data collection and ETL, and from performing analyses and using a wide range of statistical, machine learning, and applied mathematical techniques to delivery insights to decision-makers. Our practitioners give special attention to the interplay between data and the business processes that produce it and the decision-makers that consume insights.",10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),67245,VA,0,0,0,0,0,0,0,0,na,jr,1899
"Data Scientist, Spotify For Artists",Spotify,4.2,"Data, Research & Insights
Data Science
Spotify for Artists is the destination for artists and their teams to understand their fans and reach their goals. We give artists the insights and tools they need to connect with their fans and establish a meaningful career on their own terms.
Location
New York or Remote Americas
Job type
Permanent",5001 to 10000 Employees,2006,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,106932,NY,0,0,0,0,0,0,0,0,data scientist,na,339
Data Analyst I,Massachusetts General Hospital(MGH),4.0,"Data Analyst I
- (3204045)

GENERAL SUMMARY/ OVERVIEW STATEMENT:
The Data Analyst will work within the Food Allergy Prevention Program within MassGeneral Hospital for Children’s (MGHfC) Food Allergy Center (FAC). The MGHfC FAC is renowned for its multidisciplinary approach for the care of individuals who have food allergies, among other conditions. Specifically, patients who are known or suspected to have food allergies are evaluated and treated by a team of providers including allergists, gastroenterologists, nutritionists, and psychologists. This interprofessional model allows for the holistic needs of patients to be met while the FAC predominantly treats individuals with IgE-mediated food allergies (i.e., peanut, etc.), IgE-associated diseases (i.e., atopic dermatitis, etc.), and other antigen associated conditions (i.e., celiac disease, etc.). This position blends the data sciences with clinical medicine in the advancement of evidence-based and cross-disciplinary strategies in pediatric food allergy prevention and management.",10000+ Employees,1811,Hospital,Health Care Services & Hospitals,Healthcare,$2 to $5 billion (USD),106932,MA,0,0,0,0,0,0,0,0,analyst,na,1045
"Marketing Technology Data Engineer (Open to remote work, except the following locations: SD, VT, and WV)",Converse,4.1,"Become part of the Converse Team
Converse is a place to explore potential, break barriers and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At Converse, it’s about each person bringing skills and passion to a challenging and constantly evolving world to make things better as a team.
We Need Someone Who Speaks Computer
Computers have their own language. Which most of us don’t speak. But you do. And we need your fluency. Let’s face it. The modern world is shackled to computers so we need experts like yourself to keep us running. So come join our crew. You don’t have to call yourself The Computer Whisperer but we might.",1001 to 5000 Employees,1908,Subsidiary or Business Segment,"Department, Clothing & Shoe Stores",Retail & Wholesale,$2 to $5 billion (USD),115000,MA,0,0,0,0,0,0,0,0,data engineer,na,803
Data Science Associate,VentureWell,3.8,"Join a growing team of data professionals who are committed to using data science for good. As a Data Science Associate at VentureWell, you will play a key role in data collection and outcomes tracking to help mission driven leaders visualize their impact in addressing the world's most intractable challenges related to entrepreneurship and innovation in technology and sciences. We are looking for a colleague who is energized by supporting our data stewardship and management efforts enabling our organization to use data for decision making.
To be successful in this role you must enjoy working collaboratively, thinking strategically and creatively, and have the ability to make clear connections between your work and equity and justice in the implementation of our programs. You also enjoy tracking metrics, stewarding data, and continuing to stay abreast of the latest in data science. This role is an integral part of a team that prioritizes learning and experimentation, along with opportunities to evolve and grow into a specialization of interest. Our new Data Science Associate will report to our Director of Data Systems.",1 to 50 Employees,Company - Public,Civic & Social Services,Nonprofit & NGO,$5 to $10 million (USD),-1,73397,MA,0,0,0,0,0,0,0,0,na,na,1135
decision scientist (multiple openings) - Remote,Starbucks,3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),67515,WA,0,0,0,0,0,0,0,0,na,na,174
Data Scientist,BCD Travel Corporate,3.9,"Do you have a passion for data and do you want a key role in supporting BCD Travel’s business intelligence and analytics initiatives? We’re looking for a Data Scientist who will look beyond what’s on the surface to discover patterns and solutions within the data.

Data Scientist
Full-time, (home)based in the US, Europe or India

We’re BCD Travel, one of the world’s leading corporate travel management companies with offices around the globe. We help our clients travel smart and achieve more. People join our company because we provide a dynamic work environment, where no two days are the same. And our people stay with us because we care about their work-life balance. But don’t just take our word for it: we've been voted top place to work and recognized by Investors In People, Flexjobs and Forbes.",10000+ Employees,2006,Company - Private,Travel Agencies,Hotels & Travel Accommodation,$10+ billion (USD),105612,GA,0,0,0,0,0,0,0,0,data scientist,na,805
data scientist (multiple openings) - Remote,Starbucks,3.8,"Job Posting
: Jun 23, 2022
Job Posting End Date
: Aug 23, 2022
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",10000+ Employees,1971,Company - Public,Restaurants & Cafes,Restaurants & Food Service,$10+ billion (USD),88607,WA,0,0,0,0,0,0,0,0,data scientist,na,174
Associate Data Scientist,EAB,3.9,"#LI-Remote
About EAB
At EAB, our mission is to make education smarter and our communities stronger. We work with more than 2,500 institutions to drive transformative change through data-driven insights and best-in-class capabilities. From kindergarten to college to career, EAB partners with leaders and practitioners to accelerate progress and drive results across five major areas: enrollment, student success, institutional strategy, data & analytics, and diversity, equity, and inclusion (DE&I). We work with each partner differently, tailoring our portfolio of research, technology, and marketing and enrollment solutions to meet the unique needs of every leadership team, as well as the students and employees they serve.
At EAB, we serve not only our partner institutions but each other—that's why we are always working to make sure our employees love their jobs and are invested in their communities. See how we've been recognized for this dedication to our employees by checking out our recent awards.",1001 to 5000 Employees,2007,Company - Private,Research & Development,Management & Consulting,Unknown / Non-Applicable,88607,Remote,0,0,0,0,0,0,0,0,data scientist,na,1010
Data Scientist,Nike,4.2,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Nike USA Inc. New York, NY. Design, develop and program methods, processes, and systems to consolidate and analyze structured/unstructured, diverse big data sources to generate actionable insights and solutions for strategic initiatives and product enhancement. Build products for analysis and interact with product and business teams to identify questions and issues for data analysis and experiments. Develop and code software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources. Build models to predict consumer behavior and business outcomes. Interpret and communicate insights and findings from analysis and experiments to technical and non-technical stakeholders. Use best practices and data of internal or external business issues to improve products or services. Perform work in support of brand plans and demonstrate link between daily work and company mission. Participate in initiatives, programs or products with moderate visibility.",10000+ Employees,1972,Company - Public,Consumer Product Manufacturing,Manufacturing,$10+ billion (USD),126045,NY,0,0,0,0,0,0,0,0,data scientist,na,1583
Logistics Analyst 1,IQVIA,3.9,"Logistics Analyst 1 - Remote Opportunity
Job Overview
Ensure all aspects of department shipments to and from sites locally and internationally comply with applicable regulations, courier specifications and study parameters. Resolve shipping problems related to customs, FDA and dangerous goods or couriers. Ensure on-line shipping program is maintained within laboratory policy and procedural guidelines and users are trained. Assist with strategic initiatives at a local level.
Role Responsibilities:
Assist with executing identified global initiatives at a local level within timelines
Liaise with internal / external clients in relation to shipping regulations and logistics initiatives",10000+ Employees,2017,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),126045,Remote,0,0,0,0,0,0,0,0,analyst,na,689
